Positive,RT @DemsRRealRacist: Trump keeps trying to make definitive statements when the #GOPDebate is actually for mealy-mouthed hemming and hawing.äó_,
Positive,"RT @Laural4705: #GOPDebate my opinion, cruz had the best closing remarks, explaining his plan and vision for America. He was passionate, deäó_",
Positive,With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo,
Negative,RT @pattonoswalt: Cruz wants us to forfeit citizenship if we go and join ISIS? That seriously fucks up the spring break comedy script I jusäó_,
Negative,"#TheDonald says re: calling #women dogs, disgusting animals: ""We have a lot of fun, I say what I say."" #TrumpMisogynist #misogyny #GOPDebate",
Negative,"TRUMP: ""MORE ADAM SANDLER MOVIES!"" #MakeAmericaFartAgain #GOPDebate",
Negative,"Kept wondering where The Donald left his pinky ring and gold chains were, what with his used car salesman gesturing/talk. #GOPDebate",
Positive,YES! MT @CNNPolitics: .@marcorubio takes a stand on abortion during the #GOPDebate http://t.co/8KAOnV4Kb7 http://t.co/fiQDbU1do2äóù,
Negative,"RT @chrisgeidner: Rubio says all life should be protected. Rejects that he supports ""life of the mother"" exceptions. #GOPDebate",
Positive,RT @AgainstCronyCap: Fiorina calls Trump out for giving to Hillary's Senate run http://t.co/huTOQZGYud #Trump2016 #GOPDebate http://t.co/1Xäó_,
Negative,RT @megynkelly: .@realDonaldTrump:  If it werenäó»t for me you wouldnäó»t even be talking about illegal immigration #GOPDebate,
Negative,@megynkelly needs to get in the kitchen and make @realDonaldTrump a sandwich.  She doesn't belong in that setting with him. #GOPDebate,
Negative,"RT @senatorshoshana: If @realDonaldTrump is complaining about hard questions from a ""bimbo"" like @megynkelly, how is he to lead America? #Gäó_",
Positive,All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket! #Outnumbered,
Neutral,RT @thecjpearson: Ted would prosecute @PPact. #CruzToVictory #GOPDebate,
Positive,RT @Vara11: @JohnKasich really impressed in last night's #GOPDebate http://t.co/RbpOmS07gC #Kasich4Us,
Neutral,.@JDiamond1 finds strengths for #Trump #Paul &amp; #Christie but wonders about #Bush &amp; #Walker in last night's #GOPDebate http://t.co/CM8uowwG4S,
Negative,"A weave on your head should look like you own the hair. If I see anymore glue,  I will scream. Looking like Trump
#weave
#GOPDebate 
#bad",
Negative,American voters deserved better questions for @realDonaldTrump during #GOPDebate @FoxNews knew better... #EPICFAIL https://t.co/xtOsLXWf43,
Negative,RT @docmurdock: Love how .@megynkelly BAITED .@realDonaldTrump with women question. Then he gave .@Rosie airtime she couldn't have paid foräó_,
Negative,"RT @summer4jul: @JohnKasich, What about all of the kids in poverty in OH? #BatsAsk #GOPDebate",
Positive,"According to ratings today it seems Rubio won the #GOPDebate and I am super pumped. Young, Latino guy is a great image for the new GOP :)",
Neutral,"Wow, the endless fake pearl-clutching by establishment Repubs at everything #BasedTrump says now at fever pitch. #cuckservative #GOPDebate",
Positive,"From watching #GOPDebate last nite, now know Rubio, Walker &amp; Santorum share belief they'd rather see wives die thn ""let"" thm get abortions.",
Negative,"#GOPDebate Anyone who cheered when Trump was asked about his comments towards women, you are part of the problem. #feminism #UniteBlue",
Negative,"@FrankLuntz can count and ask simple questions, short of that I don't see much wisdom!  @realDonaldTrump #GOPDebate",
Negative,.@realDonaldTrump should answer @jdharm's hard-hitting question from last night's #GOPDebate @sternshow @HowardStern http://t.co/cF3m0LEHUa,
Negative,"I miss the days when conservatives wanted a @GOP Presidential candidate who was, you know, a conservative... #Trump #GOPDebate #tcot",
Negative,"Foxylady #MegynKelly stood up to that Tramp 
#GOPDebate #Trump #USA2016 #FoxDebate http://t.co/YYb9cSKrO2",
Negative,RT @HeyHayward: EXCLUSIVE: Trump reveals renderings for border wall #GOPDebate http://t.co/ZLxsFcQAMr,
Negative,RT @svme: Did Donald endorse Ben Carson when he said this country needs someone with a brain? #BATsAsk #GOPDebate,
Neutral,"RT @DanScavino: ""EXCUSE ME! THIS COUNTRY OWES $19 TRILLION DOLLARS &amp; THEY NEED SOMEONE LIKE ME TO STRAIGHTEN IT OUT!"" @realDonaldTrump #GOPäó_",
Negative,"#gopdebate 
Trump says it's FUN to call women animals. 
THAT audience APPLAUDED his misogyny. 
Outrageous! All Republicans are misogynists.",
Neutral,"RT @OhNoSheTwitnt: How great would it be if Rubio said the immigrants aren't coming from Mexico, they're coming from CANADA and glared at Täó_",
Negative,"RT @Brenkoski: She @megynkelly is a horrible commentator  @FoxNews did a terrible job last night, very DISAPPOINTING! #GOPDebate  https://täó_",
Positive,All of my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate I like a Rubio-Kasich ticket!,
Neutral,#DonaldTrumpforPresident #GOPDebate The morning after http://t.co/tp1xQGbPbh,
Negative,"RT @greysonchance: Watching the #GOPDebate with my parents. Different generational views, but we can still laugh at Trump together. http://äó_",
Positive,RT @TomBradysEgo: He got my vote #GOPDebate http://t.co/XMFPoYhcN1,
Negative,"Meanwhile, Ted Cruz wants to limit immigration. I guess after him, fuck everyone else, right? #GOPDebate #Canadian",
Positive,@marcorubio did a fantastic job showing why @MarcoRubio_2016 is the only way to go. #GOPDebate #Rubio2016 #letsgo http://t.co/JGnN2f5qo2,
Positive,"Though not the clear winner from last night's #GOPDebate, @JohnKasich search on Google spiked in 24 hours. http://t.co/6smJVSAeHX",
Negative,"RT @WayneDupreeShow: @FoxNews is still trying 2 destroy @RealDonaldTrump huh?
Guess they have to cover up why they only spent 1:30 on raceäó_",
Negative,"RT @DamienFahey: If Marco Rubio does a good job answering tonight, his mom says they can stop for pizza on the way home. #GOPDebate",
Neutral,RT @CarlosGil83: Back in the day with @MarcoRubio when he was running for U.S. Senate. #GOPDebate #TBT http://t.co/pZ96mmlt9t,
Positive,@JohnKasich ate @JebBush's lunch last nite. You get the compassion and moderation without the Bush name. #Election2016 #GOPDebate,
Negative,"If you listen closely,all the Repub. candidates r talking the same nonsense as Trump. .@NYTimeskrugman: http://t.co/KQemVNMXja 
#GOPDebate",
Negative,"During the #GOPDebate, @megynkelly used biased personal attacks on @realDonaldTrump. We wanted to hear legitimate questions. Shameful.",
Positive,"Not only Mr. @realDonaldTrump 's polls are #1, but his Twitter followers are spiking up. #1stplace #trump #gopdebate http://t.co/Q9YXEH55EF",
Negative,Fox &amp; executives' attempt to kill Trump's buzz/momentum could have had the opposite effect -- a 'martyr effect.' #GOPDebate,
Negative,"RT @BreeNewsome: Donald Trump is the Nene Leaks of the Republican Party. READ, HONEY, READ. _ôÖ‰ #GOPDebate",
Negative,"Trump wants a ""big beautiful door"" in a wall for immigration. This door is on his fly. #GOPDebate #Wives",
Negative,#GOPDebate @foxnewspolitics I was really looking for a debate of the candidates not an attack on Trump - #notfair #notbalanced,
Negative,RT @ullikemike: #Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate  https:äó_,
Negative,"RT @VishalDisawar: .@realDonaldTrump - ""We need to keep illegals out"". How about we keep Donald Trump out. #GOPDebate #immigration",
Negative,"If @realDonaldTrump is complaining about hard questions from a ""bimbo"" like @megynkelly, how is he to lead America? #GOPDebate",
Neutral,"RT @IraqiSuryani1: According to Ted Cruz, here are the top 4 threats against America.
1 ISIS
2 Iran
3 China
4 Russia
#GOPDebate",
Negative,I did like @FredToucher's #GOPDebate analysis where  some guy made a great impression and then couldn't think of his name.#Kasich,
Negative,Hard to take sides in the Donald Trump vs. Megyn Kelly dilemma when both are equally deplorable. #GOPDebate,
Negative,@mitchellreports Trump is negotiating a deal w/ the GOP! He's leveraging by threatening to go 3rd party unless he's the nominee. #GOPDebate,
Negative,@megynkelly I'm so disappointed. I lost total respect for you and will no longer watch your show! @realDonaldTrump #GOPDebate #Trump2016,
Neutral,RT @carterintampa: Trump post-debate media gaggle. #GOPDebate @MyFoxTampaBay @Fox13Politics http://t.co/kb2ySJhXon,
Negative,RT @DrZhivag0: I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Karäó_,
Negative,@megynkelly #KellyFile Ur inner @KarlRove was on full display at #GOPDebate against @realDonaldTrump. No wonder #CNN and #NYTimes loved it.,
Positive,"RT @GordonPress: I would love a Fiorina, Rubio, Huckabee, Walker, Cruz debate. each has great strengths. Who's with me? #GOPDebate",
Neutral,"Can't quite put my finger on why, but Marco Rubio reminded me of Chung from VEEP last night #GOPDebate #VEEP",
Positive,"RT @Gabby_Hoffman: .@tedcruz is the smartest, most underrated candidate up on stage. We should be looking to him for leadership. #GOPDebate",
Negative,"Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ¥Ë_¥Ë_ --&gt; http://t.co/6WIztltokv http://t.co/aHgh2Cb4mg""",
Negative,"Every @tedcruz answer at #GOPDebate: 50 sec of ""everyone is corrupt and/or immoral and everything stinks,"" followed by 10 sec of ""not me.""",
Negative,RT @thehumangraham: How the hell do people come to the conclusion that @realDonaldTrump won the debate by a landslide !! #StandWithRand #GOäó_,
Negative,So we have Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,
Negative,".@realDonaldTrump mightn't have declared bankruptcy, but now that corporations are people, his corporate offspring have #GOPDebate",
Neutral,RT @MichaelBrownUSA: Can anyone state the time #TedCruz was asked a question?  Was it yesterday? #GOPDebate,
Negative,"#GOPDebate @tedcruz is it really worth mentioning the Reagan thing? you know correlation and causation are 2 different things, right?",
Neutral,"RT @DLoesch: Cruz/Rubio, Walker, Rand, Carson. My order. #GOPdebate",
Positive,RT @NRO: If you missed the first few minutes of last night's #GOPDebate -- you have got to see this: http://t.co/Rlww9F1Ote,
Negative,Love how .@megynkelly BAITED .@realDonaldTrump with women question. Then he gave .@Rosie airtime she couldn't have paid for. #GOPDebate,
Negative,I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Kardashian 2016?,
Neutral,"RT @TeaPainUSA: John Kasich seems likable, reasonable and thoughtful and that's why he don't stand a chance. #GOPDebate",
Negative,Preview of Donald Trump tonight at the #GOPDebate (Vine by @CaseyBake16) https://t.co/KqJCtDAuqf,
Positive,Trump is like napalm sprayed over all the other candidates. #GOPDebate,
Neutral,"Gee. Do ya think it's because, you know, The Donald?
""Last night's #GOPdebate was the most watched Fox News... http://t.co/0Dln7370gQ",
Positive,"@ericbolling ppl say @realDonaldTrump needs specifics. so, WHY did #GOPDebate panel give all THOSE type of questions to opponents?! RIGGED!",
Negative,Love this! Hilarious. #GOPDebate @realDonaldTrump  https://t.co/gKdaQXMum2,
Negative,"@realDonaldTrump Calling someone a fat pig isn't about ""tone"" #GOPDebate  https://t.co/2B39l6KSbD",
Negative,Donald Trump reminds me of Frank Underwood from @HouseofCards. Nothing good can come from this. #huffpost #GOPDebate #politricks,
Negative,Received a call from @realDonaldTrump begging me to watch #GOPDebate &amp; judge him over performance he put in.,
Negative,.@IvankaTrump Call your father out re: comments about @Rosie. Supposedly he listens to you. SHAMEFUL. You've got daughters. #GOPDebate,
Negative,RT @jenniferweiner: So Trump is proud of making money in Atlantic City? Or proud of filing for bankruptcy and leaving? #GOPDebate,
Neutral,"RT @TomiLahren: Hell yes! @marcorubio ""I was raised paycheck to paycheck..how is Hillary going to lecture me about student loans?!"" #Rubio äó_",
Neutral,RT @rikardorichards: #DonaldTrump and #JebBush clash over their respective plans for the #MiddleEast #GOPDebate http://t.co/zc1793pjGz,
Negative,RT @_HankRearden: Trump haters seem especially mad today. I wonder why lol? Whiny little bitches should get over it. #GOPDebate,
Negative,My take on the #GOPDebate . @realDonaldTrump talked too much about how great he is zero on his plan. @SenTedCruz didn't get to talk enough.,
Positive,RT @tedcruz: A little #GOPDebate prep with my two best advisers. #CruzCrew http://t.co/nICXayCSI4 http://t.co/fA4EQQhFW1,
Negative,"@realDonaldTrump @FrankLuntz Mr. Trump, do you have any idea how unhinged, bitter, vindictive, and petty you sound with this? #GOPDebate",
Neutral,@parshalltalk No change for me. I still support #TedCruz for president. #GOPdebate,
Negative,RT @SeaBassThePhish: What if Donald Trump has been a liberal this whole time and he's just running to prove how stupid the GOP is? #GOPDebaäó_,
Negative,"So,we can poke at #trump for the nasty things he said to Rosie in the past but, who hadn't shot off their mouth?#skeletons anyone?#GOPDebate",
Positive,"Megyn Kelly played footies with Debbie Washerwoman Schultz. She attempted to take out Donald Trump. 
#Foxnews
#Gopdebate",
Negative,"So @realDonaldTrump calls women fat pigs disgusting animals. Sez just kidding, we're having fun.  What's this we, white man? #GOPDebate",
Negative,"If @megynkelly is a bimbo, as @realDonaldTrump says, shouldn't he have had a super easy time answering her questions? #GOPDebate",
Positive,RT @saramarietweets: Trump isn't a career politician either &amp; I like him. Carson just lacks the experience and knowledge. @jaxnmelody @GOP äó_,
Positive,"Rubio might be my new pick for president, he gave some really intellgent answers last night #GOPDebate",
Positive,Trump haters seem especially mad today. I wonder why lol? Whiny little bitches should get over it. #GOPDebate,
Neutral,Funny how hypocritical @93wibc hosts are when discussing Trump vague answers vs ALL GOP candidates doing the same every debate.  #GOPDebate,
Negative,RT @peddoc63: This is why @realDonaldTrump is polling so high! Got it_ôï__ôè_LIARSäìî¥Ÿè @jimlibertarian @MaydnUSA #GOPDebate @CarmineZozzora http://äó_,
Positive,RT @ilirprogri: @FoxNews @lizpeek @realDonaldTrump is highly adaptable! He will improve more than anyone else from the #GOPDebate #Inconsisäó_,
Negative,RT @BitchestheCat: No rapists in my backyard. Sorry @realDonaldTrump #GOPDebate #bitches2016 #AmericaMeow http://t.co/n6o8SY2231,
Positive,@JohnKasich #GOPDebate #Out Answer on gay marriage was best ever for Dems and Repubs alike. Gets Independents like me 2 look his way.,
Negative,"RT @saramarietweets: You should've made @realDonaldTrump answer about God, @FoxNews @megynkelly @BretBaier. That's crappy that u didn't. #Gäó_",
Neutral,RT @ha_nah_nah: Watching #GOPdebate in South Carolina with @RepSanfordSC via @nielslesniewski http://t.co/46jHssbV5C,
Positive,"RT @peddoc63: God has blessed Republican Party with good candidates. Democrats can't find one! @marcorubio #GOPDebate ""@ChadHarvey7 http://äó_",
Negative,#GOPDebate @realDonaldTrump got the most time out of all the other ten people. #isthisajoke #DonaldTrump,
Neutral,"RT @MentalityMag: Top 5 candidates by searches on Google were Donald Trump, Ben Carson, Ted Cruz,l Jeb Bush and Marco Rubio. #GOPDebate httäó_",
Negative,"For someone who doesn't care who he offends, really gets offended easily... #GOPDebate #talkingaboutyoutrump @megynkelly",
Negative,#Rubio said he was worried about all the people who can't get in. How about worrying about those born here 4a change #GOPDebate #tcot,
Positive,#GOPDebate #GOP #GOPClownCar Best video EVER !!!!!!  Night at the Roxbury with the @realDonaldTrump ! LOL ! https://t.co/uHq5vx44JW,
Negative,It's official; #Trump is GOP's Frankenstein 'a monster &amp;they cannot control him #GOPdebate #AboutLastNight  http://t.co/n2X8mQYFS6,"[35.95976052, -86.81232094]"
Negative,"@PoliSciUMN did Ted Cruz just misspeak when he said during his closing statement that he would ""persecute religious liberty?"" #GOPDebate",
Negative,So the @realDonaldTrump is running so he can be in his own pocket instead of bribing politicians second hand #GOPdebate,
Neutral,#GOPDebate: Fiorina Blasts Trump's Clinton Ties: 'I Didn't Get A Phone Call From Bill' |  http://t.co/UctIhxDwSz,
Negative,RT @JohnGGalt: Marco Rubio is like a little boy compared to the othersäóîtalks an extra sentence after bell shows his balls have yet to drop!äó_,
Neutral,RT @dynamodreams: @realDonaldTrump @megynkelly  Megyn Kelly will also be rolling her eyes as she watches her ratings drop drastically. #GOPäó_,
Positive,"RT @tedcruz: Great conversation with @SeanHannity in advance of tonight's #GOPDebate: https://t.co/gRT7H6mJHG
#CruzCrew, I hope youäó»ll lisäó_",
Positive,"After sleeping on it...the ones that looked most ""presidential"" 2 me:
@CarlyFiorina 
@JohnKasich 
@marcorubio 
#GOPDebate",
Positive,RT @ConcernedVets: Thank you @marcorubio for highlighting the critical issues facing veterans at tonight's #GOPDebate http://t.co/iD1ykmir33,
Negative,"@foxandfriends @realDonaldTrump #GOPDebate Debates SHOULD be, ""Why we should vote for you"" NOT LOW BLOW Q's and Personal Attacks!",
Negative,Is someone going to ask the other GOP candidates why someone so racist and sexist is appealing to their party? #Trump #GOPDebate #2016,
Negative,RT @madiallman: Trump's the drunk guy no one wants at the party #GOPDebate,
Negative,Trump Donated to Hillary &amp; supported Dems for YEARS-Now he says he's conservative &amp; runs 3rd party?? NO SUPPORT #Tcot #GOPDebate #ccot,
Negative,Language is beautiful http://t.co/GFyTi5ilVC #GOPDebate #DonaldTrump,
Negative,The bottom line - @realDonaldTrump was dirty-worked by two A-list @FoxNews anchors. Not sure why. But it definitely happened. #GOPDebate,
Negative,"#GOPdebate takeaway: #America is a country that applauds a bully, fears foreigners, and wants the system to be... http://t.co/pTXCIt493m",
Neutral,RT @pacsgirl36: @rushlimbaugh yep @megynkelly sucked at #GOPDebate  @realDonaldTrump  country is in a mess &amp; debate questions Terrible,
Negative,How can anyone take Trump seriously? #GOPdebate,
Negative,"#TPFA @TPFA_KathyA_1&lt;=Declined 2 comment
Can't locate ""Proe""
$100 says ants didn't watch #GOPDebate @realDonaldTrump http://t.co/2VgoCBDpyX",
Positive,"RT @politichickAM: #GOPDebate @realDonaldTrump ""If it weren't for me you wouldn't talk about illegal immigration."" #TRUTH",
Neutral,"RT @AmyMek: ""When you have people that are cutting Christian's heads off, we don't have time for tone -&gt; We need action!"" @realDonaldTrump äó_",
Negative,@rushlimbaugh yep @megynkelly sucked at #GOPDebate  @realDonaldTrump  country is in a mess &amp; debate questions Terrible,
Neutral,#GOPDebate winners: noncareer politicians for holding their own on the big stage. @tedcruz @RandPaul @RealBenCarson @realDonaldTrump,
Positive,"RT @JohnKasich: It's called ""President of the United States"" for a reason.
#Kasich4Us
#GOPDebate https://t.co/pcdhnihp1Y",
Positive,"RT @PatriotTrumpet: I heard that @SenTedCruz was a great debater, it's a shame he wasn't allowed to do so.
#GOPDebate",
Neutral,ICYMI: Donald Trump says SU alumna Megyn Kelly 'behaved very nasty to me' at #GOPDebate http://t.co/krFkt4kHz5,
Negative,"So we're going to talk about Trump's bankruptcies but not Fiorina's tenure at HP?
Adorbs.
#GOPDebate",
Negative,Preview of Donald Trump tonight at the #GOPDebate (Vine by @CaseyBake16) https://t.co/NfoIPr3Vej,
Negative,"RT @Atheist_Tweeter: I hate #FoxNews as much as the next sane person, but I'll give it to them, they don't like Trump and aren't afraid to äó_",
Positive,I really like Cruz _ôÖ_ #GOPDebate,
Negative,RT @AmyMek: How pathetic &amp; transparent -&gt;.@FrankLuntz goes right after @realDonaldTrump &amp; is doing his best to push Rhinos! #GOPDebate,
Negative,"@megynkelly reminded me of @HillaryClinton last night, and that's NOT a compliment! #GOPDebate #GoTrump @realDonaldTrump",
Negative,@RMConservative: #GOPDebate: Did Cruz Trump Trump Last Night?  https://t.co/yrjQln6Ibb via @CR,
Negative,"Millions of #Conservative #Americans, myself included, find the #misogyny of  #DonaldTrump totally offensive and unacceptable. #GOPDebate",
Negative,"""Oh Donald, again with your angry misogyny. You are just incorrigible. Now tell us more about Trump Wall."" -- #GOPDebate",
Negative,RT @kylebelanger1: #UponFurtherReview: #DonaldTrump was the dad in the #ODoyleRules family. #BillyMaddison #VapidBully #GOPDebate... http:/äó_,
Negative,How can anyone take @realDonaldTrump seriously when he's talking about Rosie O'Donnell at a debate? #GOPDebate #asshat,
Positive,I guess yesterday's #GOPDebate and watching #DonaldTrump was more entertaining than Fantastic Four.  @RottenTomatoes http://t.co/GiMBjTFRtP,
Negative,"@realDonaldTrump, did you realize that even @FoxNews forgot about our Vets last night? It only came up at the last min. So sad. #GOPDebate",
Positive,"Out of the #GOPDebate last night, I liked @RealBenCarson and @tedcruz _ôÖ_",
Neutral,"Megyn Kelly got the most air time. 31% of it was for Fox #GOPdebate moderators. Trump was 2nd closest, contrary to what folks think...--Rush",
Negative,#GOPDebate RE: audience cheer at Trumps insults: Anyone who takes delight in hurting others needs to examine the state of their own soul.,
Neutral,@realDonaldTrump any thoughts on this claim? #GOP #GOPDebate #politics  https://t.co/YTrZ6QVhod,
Neutral,"RT @pattonoswalt: ""Yeah, I was pro-abortion. But that was the scene at Limelight in the 80s. It was a different time."" -- Donald Trump #GOPäó_",
Negative,"Did @FoxNews, which excluded the only woman in @GOP field from first debate, ask Trump if he was part of the ""war on women""? Yep.
#GOPDebate",
Negative,"If he didn't before,@realDonaldTrump is gonna have a war on @megynkelly now! #justwar #GOPdebate",
Negative,"http://t.co/OvG0auASYi... oh my, really? y'all thought @realDonaldTrump won last nights #GOPDebate",
Neutral,.@mattyglesias on the @realDonaldTrump and last night's #GOPDebate http://t.co/qvFMafvgu0 h/t @zmcdade http://t.co/qM3jG1Y07q,
Positive,"IF the election were today &amp; I had to vote, based on last night's #GOPDebate my vote for POTUS would be @tedcruz . Bold Christians are rare!",
Positive,#Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate  https://t.co/cgNHoXchDL,
Negative,I suspect if I watched the #GOPDebate I would need to keep a bucket handy. I saw the Trump clip and threw up in my mouth within 10 secs.,
Positive,@realDonaldTrump @megynkelly Megyn tried to Stump the Trump and got burned. #Trump #GOPDebate,
Negative,"Imagine a #Trump Administration dealing with a US-Russia crisis. 
WWIII #GOPDebate",
Negative,RT @newlinla: My friends' 3-year-old's thoughts on Donald Trump are hilarious. #UniteBlue #GOPDebate http://t.co/gJ37M8NaM9,
Neutral,RT @RoniSeale: @DanScavino @realDonaldTrump is being honest and not backing down. #TrumpIsRight #Trump2016  #GOPDebate,
Neutral,@hughhewitt was right when declared on @AdamCarollaShow that Hillary WILL be the next POTUS. Thx to #Trump2016 for confirming @ #GOPDebate,
Positive,I think Trump should have been debate moderator. That would be a good role for him #GOPDebate,
Negative,Tough to watch the #GOPDebate and not sense that @FoxNews' line of questioning was trying to depose @realDonaldTrump and anoint Jeb.,
Negative,"Trump didn't pledge to not run third party, but I'll pledge to vote third party if he's the nominee. http://t.co/3teP5ZSZUn #GOPDebate",
Negative,"RT @michaelsnook: I can't wait for the meme about Donald Trump's beautiful, classy door at the border. #GOPDebate",
Neutral,"Fair Article Œé #GOPDebate: @FoxNews Down_ôï__ôè_; Cruz, Walker Up _ôïç_ôè_; Carly _ôïç_ôè_Œé The Loft -- GOPUSA_ôˆ__ôˆŸ #SanDiego  http://t.co/oVqeTBoBEF",
Positive,I actually liked Cruz a lot more after his closing statement. I feel like as debates go on he will gain more popularity than jeb #GOPDebate,
Negative,@CBSMiami #GOPDebate RE: @POTUS is your problem!Ucan continue 2ignore facts of evidence he's a SNEAKY SCUMBAG #BITEME http://t.co/2P7WF9o56H,
Negative,RT @ThePatriot143: The most surprising part of last nights #GOPDebate was that @megynkelly didn't attack Trumps hair. @realDonaldTrump,
Neutral,"RT @pattonoswalt: Dear @IsiahWhitlockJr: Can you confirm that Donald Trump just ""Clay Davis'd"" this debate? #sheeeeeeeeeeeit #GOPDebate",
Negative,"With some of @realDonaldTrump's past positions, it would have been fun to see him run against @HillaryClinton in Democrat Primary #GOPDebate",
Positive,#GOPDebate  @FoxNews better watch out I believe the @realDonaldTrump will be fighting back.,
Negative,RT @bamasevere: Megyn Kelly shouldn't be worried about Trump's party loyalty. We watched her transform to a liberal in 3 hours. #GOPDebate,
Positive,Gotta remember @realDonaldTrump is a leader not a debater. Held his own against deep rooted politicians very well. #Trump2016 #GOPDebate,
Negative,RT @CaseyWertz_: .@FoxNews How much did the rest of the group pay you to give them real questions and give .@realDonaldTrump bullshit questäó_,
Negative,So I guess Trump Is paying off people to win debates now. _ôÖ‰ #GOPDebate,
Positive,"@SenTedCruz only candidate to lay out a detailed plan of what he will do the moment he steps into WH
#CruzCrew
#CruzToVictory
#GOPDebate",
Positive,Advice to each #GOP candidate in order of how I think they finished 5th place Marco Rubio Good job keep up the same #gopdebate #tcot #p2,
Negative,Donald Trumps attack on Megyn Kelly prove her point for her that he has a woman problem. Unless they like him he attacks them. #GOPDebate,
Neutral,"RT @LilaGraceRose: .@marcorubio saying #Constitution already ensures protection for ALL Americans, incl #preborn #GOPdebate",
Negative,What I'm reading says Donald Trump was front runner &amp; star of #GOPDebate! Like how is this possible? Wasn't he boo'ed? #WasntAbletoWatch,
Positive,"RT @hillarysusans: @realDonaldTrump I had to watch this morning on DVR and wow, the ""moderators"" went after you! Not right at all. #GOPDebaäó_",
Negative,"Seriously, #Trump is dangerous for the whole world. #GOPDebate",
Negative,"RT @jenniferweiner: Trump's going to say he fired God. Or that God auditioned for ""Celebrity Apprentice"" and Trump turned him down. #GOPDebäó_",
Negative,äóìTrump showed what kind of Republican he truly is äóî the snake varietyäóù http://t.co/aQzGeGt7Tb via @debrajsaunders #GOPDebate,
Negative,"RT @DillonFox5: No surprise here. 
Trump: ""I don't have time for political correctness"" 
 #fox5atl #GOPDebate",
Negative,RT @OutSideDBox1: @Livestream #GOPDebate either way if Donald Trump runs as an Independent which no one will vote for anyway,
Negative,"Last night's #GOPDebate was not a debate at all. Trump dominated the show &amp; t'was unfair to other candidates such as #BenCarson , etc.",
Negative,@guypbenson @megynkelly was as good as any Fox commentator could be. Thank you for calling out his cral Megyn! #GOPDebate,
Negative,"All the #GOPDebate coverage focuses on Trump, but besides some zingers was a crappy performance. Cldnt answer most direct/pointed questions.",
Negative,"Does #Trump2016 negotiate the price by voter? #GOPDebate ""I'm discussing it with everybody... talking about a lot of leverage"" @BretBaier",
Negative,RT @RWSurferGirl: Why is FOX telling it's viewers not to support Trump. I think that is disengenuous! Is Cruz next? FOX News is in love witäó_,
Positive,"@realDonaldTrump I had to watch this morning on DVR and wow, the ""moderators"" went after you! Not right at all. #GOPDebate You held your own",
Negative,@FrankLuntz #GOPDebate focus group looked like it might be a Luntz family renunion! Real @realDonaldTrump supporters are LOL at you! #joke,
Negative,"@Mobute ..... If he gets the nod, he will be stopped in the general election. If not, he will hand the election to the dems #GOPDebate",
Negative,"#DonaldTrump said a whole heck of a lot, but ""Ben Carson doesn't have any policy ideas"" #GOPClownShow #GOPDebate  https://t.co/tIrxOlDwVe",
Negative,"RT @MercuryOneOC: The gave Trump twice as much speaking time as Walker #GOPdebate 
#TCOT #LNYHBT",
Neutral,Best part of the #GOPDebate is @FoxNews Viewers having to choose between @MegynKelly or @RealDonaldTrump  @ToddStarnes &amp;  @GovWalker,
Neutral,here's why I am voting for donald trump for president of america the country https://t.co/o1TXsYF9x5 #GOPDebate http://t.co/ZHvXuhuBmX,
Neutral,@realDonaldTrump has never given me money either but I would take it..I would be stupid not to #GOPDebate #p2 #tcot,
Negative,@Reince you are an IDIOT and @realDonaldTrump is a Racist Nativist. We need a New Chairman..  you stink.. #GOPDebate #Trump2016,
Positive,"Re: the #GOPDebate--@DennisPrager: ""The 2 Hispanics [Cruz and Rubio] did the best.""",
Negative,Hairball ended his clown campaign. Trump debating is like giving a loaded gun to a monkey. You watch only to see who gets shot. #GOPDebate,
Neutral,"RT @FoxNews: ""Leading from behind is a disaster. We have abandoned and alienated our allies,"" says @tedcruz. #GOPDebate http://t.co/sgt6BCuäó_",
Positive,@realDonaldTrump @megynkelly @bretbaier #GOPDebate Mods job is2 ask Qs we don't know answers 2 not bait &amp; target a candidate #Trump2016,
Negative,RT @goldengateblond: The one thing I've learned here is Donald Trump's co-stars on his new reality show don't seem to like him very much. #äó_,
Negative,#gopdebate Made for great TV. If I was a Repub I'd want Kasich/Rubio (or Fiorina) but I'm not so I don't.,
Neutral,RT @DickMorrisTweet: Who Won The Debate? Dick Morris TV: Lunch Alert! http://t.co/4XvN7N5lv1 #GOPDebate #Election2016 @realDonaldTrump @tedäó_,
Negative,"Ted Cruz, born in Canada. Nobody say shit. This stuff is comical. #GOPDebate",
