id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
846,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6667,,NoChillAlexis,,15,,,"RT @docrocktex26: This is who wants to ""lead"" your country. This is who wants to make decisions on your behalf. This was their opening caseï¿_ï¿__",,8/7/15 9:47,6.30E+17,Chicago ï¿_ì_¥ï¿_ï¿_ Trampa Flawdaaaa ,Eastern Time (US & Canada)
847,Scott Walker,1,yes,1,Negative,1,None of the above,1,,kimberlyann274,,327,,,"RT @deray: Scott Walker is dangerous. He is deep in his own world and is most comfortable there, it seems. Dangerous. #GOPDebate",,8/7/15 9:47,6.30E+17,,Eastern Time (US & Canada)
851,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6566,,JLSigman,,4,,,"RT @TananariveDue: As @ShaunKing pointed out, #GOPDebate had a huge audience of POC ready to learn. What we learned was mostly just scary. ï¿_ï¿__",,8/7/15 9:47,6.30E+17,"Columbia, SC",Quito
853,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Swearengen95,,0,,,I don't give a flying fuck about what Hollywood celebs think about last night's #GOPDebate. They know who they want to win already. F-them.,,8/7/15 9:47,6.30E+17,Pittsburgh,Eastern Time (US & Canada)
855,trump,1,yes,1,Negative,1,None of the above,0.6477,,eadswins,,1,,,RT @PersianPolitik: @woodruffbets @thedailybeast And you just proved @realDonaldTrump point on bad journalists from the #GOPDebate can't evï¿_ï¿__,,8/7/15 9:47,6.30E+17,,
857,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.3601,,andreafed,,1,,,@Deb_Libby Half the Republican base has dementia. They probably found it riveting (when not confusing the TV w/the toaster). #GOPDebate,,8/7/15 9:47,6.30E+17,Southern California,Central Time (US & Canada)
859,trump,1,yes,1,Negative,1,Women's Issues (not abortion though),0.6842,,shananigins15,,0,,,"I don't agree with @megynkelly but she is by no means a bimbo, #DonaldTrump.
As a woman, I find Trump's comments disgusting.
#GOPDebate",,8/7/15 9:47,6.30E+17,Earth,Eastern Time (US & Canada)
861,Chris Christie,1,yes,1,Negative,1,None of the above,1,,bridoc,,0,,,"Chris Christie tried to wrap himself in 9/11 (Giuliani-style) during the #GOPdebate. In doing so, he lied, twice. http://t.co/y6mUdmr66P",,8/7/15 9:47,6.30E+17,"Washington, DC",Eastern Time (US & Canada)
862,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,EscapeVelo,,103,,,"RT @k_mcq: Itï¿_ï¿_s embarrassing that a brilliant, stunning woman like Megyn Kelly uses SJW, feminist propaganda to attack Republicans. #GOPDebï¿_ï¿__",,8/7/15 9:47,6.30E+17,Twitter,
865,trump,1,yes,1,Negative,1,None of the above,1,,kanova,,0,,,"I mean, why should it matter if the questions were unfair? You didn't bother answering them anyway @realDonaldTrump #GOPDebate",,8/7/15 9:47,6.30E+17,"Atlanta, GA, USA",Eastern Time (US & Canada)
868,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,tnjg1964,,1,,,RT @Didikatz: Mistake to think #GOPDebate would be fun. Seeing deep sickness US conservatism has become bastardized &amp; spawned by @FoxNews vï¿_ï¿__,,8/7/15 9:47,6.30E+17,"Green Bay, Wisconsin",
869,No candidate mentioned,1,yes,1,Positive,1,Jobs and Economy,1,,niceredhead,,0,,,"#GOPDebate  Was interesting to watch, some candidates had some good points about the how the economy has change in the 10 yrs .",,8/7/15 9:47,6.30E+17,minnesota,Central Time (US & Canada)
872,trump,1,yes,1,Neutral,1,FOX News or Moderators,1,,LAWriter,,0,,,trump Clashes With Megyn Kelly During #GOPDebate  (Video)   https://t.co/k8h5CZrYMW,,8/7/15 9:47,6.30E+17,"Los Angeles, CA",Pacific Time (US & Canada)
877,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,Pavlova__,,64,,,RT @Writeintrump: Jeb Bush refers to himself as Vito Corleone. I always thought he was Fredo.  #GOPDebate,,8/7/15 9:47,6.30E+17,,Amsterdam
878,No candidate mentioned,1,yes,1,Neutral,1,Women's Issues (not abortion though),0.358,,miss_articulate,,570,,,"RT @maureenjohnson: ""Women or guns? Which are the most people?"" #GOPDebate",,8/7/15 9:47,6.30E+17,Pennsylvania,Eastern Time (US & Canada)
879,trump,0.6471,yes,1,Negative,1,None of the above,1,,Tylaskan,,332,,,RT @TamaraCG: My new favorite gif is perfect. #GOPDebate http://t.co/uKdZ8O85Av,,8/7/15 9:47,6.30E+17,Proverbs 31:25,Eastern Time (US & Canada)
880,No candidate mentioned,1,yes,1,Negative,1,Racial issues,0.6628,,donitalulu,,112,,,RT @Wordplay4Days: @Dreamdefenders were censored for taking these candidates ACTUAL words and posting these. #KKKorGOP #GOPDebate http://t.ï¿_ï¿__,,8/7/15 9:47,6.30E+17,,
881,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,RBesier,,1,,,"RT @learjetter: #FOXNEWS used crazy&gt; @DWStweets to stir the #drama pot, and that's unprofessional! @FoxNews #GOPDebate 
@JulietteIsabell @ï¿_ï¿__",,8/7/15 9:47,6.30E+17,Houston,
884,trump,1,yes,1,Negative,1,Women's Issues (not abortion though),0.3333,,JamesRiley2,,197,,,"RT @AmyMek: The ONLY way @realDonaldTrump will ever be treated fairly by the media -&gt; 
#GOPDebate http://t.co/5wYduo9v2K",,8/7/15 9:47,6.30E+17,,Eastern Time (US & Canada)
885,trump,1,yes,1,Negative,1,None of the above,1,,StitchJonze,,0,,,@realDonaldTrump hires actors for his announcement. How many did he pay to click the @DRUDGE_REPORT survey ? #GOPDebate #Trump,,8/7/15 9:47,6.30E+17,ï¿_ï¿_ï¿_ï¿__ï¿_ï¿_ï¿_ï¿_ ï¿__ï¿_ï¿_Í‘ï¿_,Eastern Time (US & Canada)
886,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,ResearchRatCT,,5,,,"RT @libertyladyusa: Yes ma'am @ConservVoice @KerryPicket ~&gt; @megynkelly Megyn you disappointed me! 
#GOPDebate _ï¿___ï¿_",,8/7/15 9:47,6.30E+17,,
887,trump,1,yes,1,Negative,1,None of the above,1,,MrGusStefano,,88,,,"RT @theLadyGrantham: Don't be trump dear, it's very middle class. #GOPDebate",,8/7/15 9:47,6.30E+17,Rio de Janeiro,
888,trump,1,yes,1,Negative,1,None of the above,1,,debrajsaunders,,0,,,#GOPdebate: Trump trumps Trump. @realDonaldTrump was biggest loser.    http://t.co/I4T3C2GMZO via @SFGate,,8/7/15 9:47,6.30E+17,San Francisco Chronicle,
889,No candidate mentioned,1,yes,1,Negative,1,Religion,1,,MikeT_CT,,0,,,"I want to point on one more time, that a real question, in a real presidential debate was ""what did God say to you?"" #GOPDebate",,8/7/15 9:47,6.30E+17,"Connecticut, USA",Eastern Time (US & Canada)
890,rubio,1,yes,1,Negative,1,Abortion,0.3755,,elvislver56,,12,,,RT @TheBaxterBean: rubio: Constitutional Right To Choose Was 'Egregiously Flawed Decision' http://t.co/U63WRh7mXN #GOPDebate http://tï¿_ï¿__,,8/7/15 9:47,6.30E+17,"Garden Grove, Ca",
892,No candidate mentioned,0.6235,yes,1,Negative,1,None of the above,1,,imoore8904,,0,,,His supporters don't seem to care he's just as corrupt as the politicians he calls stupid. #GOPDebate  https://t.co/8jnMnzSZBk,,8/7/15 9:47,6.30E+17,United States,Pacific Time (US & Canada)
894,trump,1,yes,1,Negative,1,None of the above,1,,MC_Stephenson,,0,,,"I know the audience erupted last night re: @realDonaldTrump and Rosie line of ques, but how could you want that guy for a Prez? #GOPDebate",,8/7/15 9:47,6.30E+17,"Austin, TX",Quito
895,rubio,1,yes,1,Positive,1,None of the above,1,,JohnPaulPedraza,,0,,,Winners of #GOPDebate Sen. @MarcoRubio &amp; Former @HP CEO @CarlyFiorina by far best Republican Presidential Candidates http://t.co/v9QDpMpkK4,,8/7/15 9:47,6.30E+17,#Miami & #Colombia,Eastern Time (US & Canada)
906,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,DWHignite,,0,,,"Maybe tweeting is just not your game. I know! Let's have a spelling contest with #profanity..U win #GOPDebate 
 https://t.co/9TaLiqmeZH",,8/7/15 9:47,6.30E+17,,
908,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,NathanCJohnson,,0,,,Carly Fiorina Runs Circles Around Chris Matthews Over Hillary's Record - YouTube https://t.co/B9P8WG3ixz #GOPDebate,,8/7/15 9:47,6.30E+17,Michigan,Eastern Time (US & Canada)
909,trump,1,yes,1,Negative,1,None of the above,1,,ariannaisgone,,122,,,RT @JRehling: #GOPDebate trump is what Bruce Wayne would have turned into if his parents lived.,,8/7/15 9:47,6.30E+17,Konoha,Pacific Time (US & Canada)
922,Scott Walker,1,yes,1,Negative,1,None of the above,1,,RDJtakethewheel,,0,,,@BernieSanders @ScottWalker that man did not say one intelligent thing. I mean... None of them did. #BernieSanders #GOPDebate #FeelTheBern,,8/7/15 9:46,6.30E+17,"Salem, OR",Arizona
923,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,cblakebakes,,0,,,I have a serious #GOPDebate hangover today.,,8/7/15 9:46,6.30E+17,Minnesota,Central Time (US & Canada)
924,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,CalicoGardens,,8,,,RT @cfjwagner: The 4 scariest bugs. And I don't mean GOP candidates (RIMSHOT!) http://t.co/okC1TFczwW #GOPDebate #blog #writerslife http://ï¿_ï¿__,,8/7/15 9:46,6.30E+17,,
927,cruz,1,yes,1,Neutral,1,None of the above,1,,SEmpowermentS,,744,,,"RT @mydaughtersarmy: The debate has been hard on cruz.
#GOPDebate http://t.co/9hmr7Num6N",,8/7/15 9:46,6.30E+17,Vancouver WA,Arizona
929,No candidate mentioned,1,yes,1,Positive,1,FOX News or Moderators,0.6703,,httptara,,0,,,I thought @megynkelly did an awesome job at the #GOPDebate personally,,8/7/15 9:46,6.30E+17,unt 2019,
932,No candidate mentioned,1,yes,1,Neutral,1,Immigration,1,,hapkidobigdad,,5,,,"RT @ag_texas: Hillary Clinton's response to the #GOPdebate: those guys are ok, but can they secure thousands of votes from illegals?",,8/7/15 9:46,6.30E+17,,
936,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,biseattlegirl,,0,,,Tired of the shills in media for Hillary.  Will henceforth be known to me as #shillary.  #GOPDebate,,8/7/15 9:46,6.30E+17,"Seattle, WA",
938,Rand Paul,1,yes,1,Negative,1,None of the above,1,,Pavlova__,,122,,,RT @Writeintrump: Cheap tactic by Rand Paul getting the same haircut as my poodle to distract me.  #GOPDebate,,8/7/15 9:46,6.30E+17,,Amsterdam
943,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6484,,MatthewStuart,,15,,,RT @pulmyears: Official photo from the big #FoxNews #GOPDebate last night: http://t.co/9YQGzvC2qV,,8/7/15 9:46,6.30E+17,"Los Angeles,California.",Pacific Time (US & Canada)
944,No candidate mentioned,1,yes,1,Negative,1,Racial issues,0.3333,,dnvnbirch26,,0,,,Last night's #GOPDebate proved everything we already knew about the white patriarchal elitist homophobic party the GOP is.,,8/7/15 9:46,6.30E+17,,Eastern Time (US & Canada)
945,trump,1,yes,1,Negative,1,None of the above,1,,JimC146,,0,,,"""[Trump] has no integrity, no character, and no principles, and he's proud of it."" - @MattWalshBlog
Agreed 
#GOPDebate #Trump",,8/7/15 9:46,6.30E+17,Ohio,Eastern Time (US & Canada)
946,No candidate mentioned,1,yes,1,Negative,1,Religion,1,,SierraCarson,,38,,,RT @linnyitssn: Also funny how Constitution loving Republicans structurally violate the Constitution by bringing religion into politics. #Gï¿_ï¿__,,8/7/15 9:46,6.30E+17,Fayettechill/ 'Homa,Eastern Time (US & Canada)
947,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,clairefinn54,,9,,,"RT @oaaselect: I'm a radical for Capitalism and Individual Rights looking for a heroic candidate. 
 #GOPDebate",,8/7/15 9:46,6.30E+17,British Isles,Amsterdam
951,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,monu_rohila,,0,,,The First #GOPDebate: Social Media Reaction and More:  http://t.co/UH06EzXXfG #Socialmedia #SMO,,8/7/15 9:46,6.30E+17,"Delhi,India",Hawaii
952,Ben Carson,1,yes,1,Positive,1,None of the above,1,,JunoMaak,,0,,,@RealBenCarson Excellent job last night at the #GOPDebate. Class act all around. Proud to have you as a Republican candidate. #BenCarson,,8/7/15 9:46,6.30E+17,#NAME?,Eastern Time (US & Canada)
954,No candidate mentioned,1,yes,1,Negative,1,Religion,0.6588,,mortalcassie,,0,,,God is not speaking to you looney tunes. How about some real questions? #GOPDebate  https://t.co/FBO00Cn461,,8/7/15 9:46,6.30E+17,724,Eastern Time (US & Canada)
956,Chris Christie,1,yes,1,Negative,1,Religion,0.6744,,damongtaylor,,578,,,"RT @pattonoswalt: ""My God is named 'Bruce Springsteen'. Go listen to 'Jungleland' and get a fucking clue,"" -- Christie. #GOPDebate",,8/7/15 9:46,6.30E+17,"Chicago, IL",Central Time (US & Canada)
961,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,tom_racine,,0,,,RT @lizadonnelly: Political nonsense last night. #GOPdebate (See all on my http://t.co/MOcgZtHBdZ site.)ï¿_ï¿__ https://t.co/xyaHGrr5vH,,8/7/15 9:46,6.30E+17,,Pacific Time (US & Canada)
962,trump,0.6711,yes,1,Negative,1,None of the above,1,,mch7576,,2,,,RT ï¿_ï¿_ï¿_@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfuï¿_ï¿_ï¿_ï¿_,,8/7/15 9:46,6.30E+17,USA ,
967,trump,1,yes,1,Negative,1,None of the above,1,,sher_nolen,,1,,,"RT @pillary56: There's a difference between not being politically correct and being a massive jerk, Mr. Trump #GOPDebate",,8/7/15 9:46,6.30E+17,"Tulsa, Oklahoma, United States",Central Time (US & Canada)
968,kasich,0.684,yes,1,Negative,1,None of the above,0.684,,ryanearldobbs,,0,,,My thoughts: Perry and Fiorina must replace Paul and Kasich in the top ten. Jindal needs to step it up and replace Christie. #GOPDebate,,8/7/15 9:46,6.30E+17,"Southlake, TX / Chesapeake, VA",Central Time (US & Canada)
972,rubio,1,yes,1,Positive,1,None of the above,1,,RekLeCounte,,0,,,Interesting #GOPDebate analysis. @marcorubio clearly excelled as conservative leader we need. Go @TeamMarco! #tcot https://t.co/pve8wuodke,,8/7/15 9:46,6.30E+17,Virginia,Eastern Time (US & Canada)
973,trump,1,yes,1,Negative,1,None of the above,1,,thwatch,,0,,,@krauthammer Sorry the downfall of Trump in last nights debate is greatly exaggerated #GOPDebate,,8/7/15 9:46,6.30E+17,new york,Atlantic Time (Canada)
976,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Shelleyalee,,73,,,"RT @GusRamsey: SNL doesn't have a big enough cast to spoof this. 
#GOPDebate",,8/7/15 9:46,6.30E+17,Atlanta,Eastern Time (US & Canada)
983,No candidate mentioned,1,yes,1,Negative,1,Abortion,0.3667,,alabamafan2,,0,,,It's real scary that liberals are allowed 2 walk around after committing horrific crimes against humanity. #GOPDebate  #PlannedButcherhood,,8/7/15 9:46,6.30E+17,Georgia,Eastern Time (US & Canada)
989,trump,1,yes,1,Negative,1,None of the above,1,,brianjhanley,,0,,,"trump, Democratic Spy? http://t.co/8N9MvTKN4u @realDonaldTrump @SenSanders #trump #DonaldTrump #Hillary2016 #GOPDebate",,8/7/15 9:46,6.30E+17,,
991,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,FashnDiva,,0,,,#GOPDebate or Old White Rich Conservative Dudes on Parade. That's a childhood nightmare of mine.,,8/7/15 9:46,6.30E+17,"Small Town, Ohio",Quito
995,Rand Paul,1,yes,1,Negative,1,None of the above,1,,Norsu2,,2,,,"Rand Paul could drop out of top 10 w dreadful, petulent debate. Fiorina moves up #gopdebate #tcot",,8/7/15 9:46,6.30E+17,Metro Boston #Cmass,
998,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Jordan_p34,,5,,,RT @CrazyClarine: lol! RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/zOwJcU2baZ,,8/7/15 9:46,6.30E+17,,
1000,trump,0.6659,yes,1,Negative,1,FOX News or Moderators,1,,Shirleystopirs,,1,,,RT @FreedomTexasMom: My LOVE for @megynkelly died tonight at the #GOPDebate #FoxNews #TrumpCruz2016 #MakeAmericaGreatAgain,,8/7/15 9:46,6.30E+17,,Atlantic Time (Canada)
1001,Mike Huckabee,0.6526,yes,1,Positive,1,None of the above,1,,georgehenryw,,0,,,"Executive Experience Matters
#gopdebate #ccot #gop #teaparty #imwithhuck #tcot #th2016 #RenewUS #wakeupamerica https://t.co/uCA5oguT29",,8/7/15 9:46,6.30E+17,Texas,Central Time (US & Canada)
1002,trump,1,yes,1,Negative,1,None of the above,1,,iAintBragging,,0,,,Does Trump not realize he's a complete joke or?? I feel as though he would have caught onto that by now #GOPDebate,,8/7/15 9:46,6.30E+17,probs rehearsal ,Pacific Time (US & Canada)
1004,No candidate mentioned,1,yes,1,Negative,1,Religion,1,,NoDogma13,,0,,,"""ISIS! Islamic extremism!""
Did I doze off when they spoke of the right wing Christian extremism that is plaguing our country?
#GOPDebate",,8/7/15 9:46,6.30E+17,Reality-based world,Pacific Time (US & Canada)
1005,rubio,1,yes,1,Positive,1,Immigration,1,,Conservatveone,,18,,,RT @RickCanton: #TeamMarco - understands immigration better than anyone on stage. #GOPDebate http://t.co/ivvfCxpnN7,,8/7/15 9:46,6.30E+17,,
1012,Mike Huckabee,1,yes,1,Negative,1,None of the above,1,,UdnSpeak4me,,48,,,RT @lizzwinstead: Mike Huckabee. You are broken. #GOPDebate,,8/7/15 9:46,6.30E+17,"California, USA",Tijuana
1013,trump,1,yes,1,Negative,1,None of the above,1,,Flame__on,,4,,,"RT @coleasschneider: FYI, the real terror is trump's hair. #GOPDebate",,8/7/15 9:46,6.30E+17,Michigan,Central Time (US & Canada)
1014,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,RBrianGass,,0,,,Who faces the most pressure coming out of the #GOPDebate? I'd say @CNN who hosts the next debate. http://t.co/tfuew8uGPs,,8/7/15 9:45,6.30E+17,"Nashville, TN",Central Time (US & Canada)
1016,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,kinghasler54,,2,,,RT @TKrypt_: MOTIVE: These guys REALLY REALLY want to get elected so they can get their hands on this kind of money #GOPDebate http://t.co/ï¿_ï¿__,,8/7/15 9:45,6.30E+17,Anonymous,
1017,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,Norseman1942,,371,,,RT @JimSterling: The #GOPDebate still rages on... http://t.co/X791Idd7Lx,,8/7/15 9:45,6.30E+17,,
1020,No candidate mentioned,1,yes,1,Neutral,1,None of the above,0.6559,,WallSarawall38,,12,,,RT @amysmith70: .@CarlyFiorina Shows How to Push Back Against Matthews on @Hardball #msnbc #mediabias #GOPDebate  http://t.co/dXxIhajzg9,,8/7/15 9:45,6.30E+17,"South Carolina, USA",
1022,Mike Huckabee,1,yes,1,Neutral,1,None of the above,0.6585,,AnnaKarinMajer,,76,,,"RT @GovMikeHuckabee: Without a secure border, nothing matters --&gt; http://t.co/9da0D98KdW #ImWithHuck #GOPDebate http://t.co/9iTfSTTJRk",,8/7/15 9:45,6.30E+17,,
1026,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,ctmock,,0,,,#factcheck of first #GOPDebate #GOP @washingtonpost http://t.co/kUBanAt83E,,8/7/15 9:45,6.30E+17,"Chicago, IL ",
1027,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6383,,sunilkajaria,,7,,,"RT @lizadonnelly: Visually, the #GOPDebate could have used more dancing, IMHO. My cartoon roundup in tweet drawing!! https://t.co/SJiZ8A2ZUf",,8/7/15 9:45,6.30E+17,Kolkata,New Delhi
1029,trump,1,yes,1,Negative,1,None of the above,1,,sharynbovat,,0,,,When @realDonaldTrump hears what iSaid about him during TV interview on #gopdebate he'll call me a dog...Ruff ruff_ï¿_Öè http://t.co/pyJ4HUhgjE,,8/7/15 9:45,6.30E+17,Washington DC,Central Time (US & Canada)
1031,Scott Walker,1,yes,1,Positive,1,None of the above,1,,ScottWalker,,26,,,Didn't catch the full #GOPdebate last night. Here are some of Scott's best lines in 90 seconds. #Walker16 http://t.co/ZSfFBJmvx8,,8/7/15 9:45,6.30E+17,"Wauwatosa, WI",Central Time (US & Canada)
1032,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,lawrenxe17,,0,,,People really need to do their research on Carly Fiorina. She was extremely impressive in the #GOPDebate yesterday. @CarlyFiorina,,8/7/15 9:45,6.30E+17,,Eastern Time (US & Canada)
1035,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,ceye,,0,,,Not much fact checking of the #GOPDebate because we have just accepted that Republicans will lie about everything. #PostTruthSociety,,8/7/15 9:45,6.30E+17,Alabama,Central Time (US & Canada)
1040,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,AnitaFinlay,,8,,,"RT @TajMagruder: Hillary got 19 mentions at the #GOPDebate and the middle class got 2. Really, what would they talk about if not her?",,8/7/15 9:45,6.30E+17,,Pacific Time (US & Canada)
1041,No candidate mentioned,1,yes,1,Negative,1,Abortion,1,,helloatzirysays,,51,,,RT @808s_n_cupcakes: Bruh RT @blowticious: Pro-life Republicans be like #GOPDebate http://t.co/dgu7yJ9IeX,,8/7/15 9:45,6.30E+17,AL,Central Time (US & Canada)
1042,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,ConnieHair,,13,,,"RT @Shaughn_A: I can think of at least 1 person @CarlyFiorina shld've replaces. Was @JebBush even on the #GOPDebate stage? _ï¿_Ö´
#tcot http://ï¿_ï¿__",,8/7/15 9:45,6.30E+17,"Washington, D.C.",Eastern Time (US & Canada)
1050,Ben Carson,1,yes,1,Negative,1,None of the above,0.6687,,SeaBassThePhish,,0,,,I feel like they are just throwing Carson scraps. Ask him real questions find out what his policies are #GOPDebate,,8/7/15 9:45,6.30E+17,,Eastern Time (US & Canada)
1051,No candidate mentioned,1,yes,1,Neutral,1,Religion,1,,robertpjones,,0,,,"RT @publicreligion: Say belief in God impt to being ""truly"" American:
69% All US
81% Reps
63% Dems
http://t.co/H50HGNvzLL 
#GOPDebate",,8/7/15 9:45,6.30E+17,"Washington, DC",Eastern Time (US & Canada)
1058,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,BrenSan79,,2,,,RT @62Valdovinos: @POTUS just watched the #GOPDebate  He got a good laugh. #UniteBlue #LibCrib #TYT #tcot #topprog #p2 #TNTweeters http://tï¿_ï¿__,,8/7/15 9:45,6.30E+17,New York,America/Detroit
1059,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,kellscaldwell,,0,,,"@SD3_Design sorry about improv last night, had to watch the #GOPDebate",,8/7/15 9:45,6.30E+17,,Central Time (US & Canada)
1061,cruz,1,yes,1,Positive,1,None of the above,0.66,,OmglolU,,19,,,"RT @Gabby_Hoffman: Best @tedcruz line re #GOPDebate: ""I will fight to defend liberty because my family knows what it's like to lose it"" httï¿_ï¿__",,8/7/15 9:45,6.30E+17,"Finland, Europe",Helsinki
1063,No candidate mentioned,1,yes,1,Positive,1,FOX News or Moderators,1,,msbrendagarcia,,0,,,"@megynkelly, I thought you did a fabulous job at the #GOPDebate debate.  (and I'm a Democrat).",,8/7/15 9:45,6.30E+17,"Los Angeles, CA",Pacific Time (US & Canada)
1065,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.3531,,zolly_b,,167,,,"RT @BillyCorben: Fortunately the 'Straight Outta Compton' commercial spent more time on ""the civil rights issue of our time"" than the #GOPDï¿_ï¿__",,8/7/15 9:45,6.30E+17,,Eastern Time (US & Canada)
1067,cruz,1,yes,1,Positive,1,None of the above,1,,EscapeVelo,,5,,,"RT @Tombx7M: Cruz had a great night.
#hannity #GOPDebate",,8/7/15 9:45,6.30E+17,Twitter,
1070,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,Andersonista,,0,,,"""#Fox News doesn't work for the #Republican party. The Republican party works for Fox News."" --David Frum #GOPDebate",,8/7/15 9:45,6.30E+17,Portland OR,Pacific Time (US & Canada)
1073,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6548,,DykstraDame,,6,,,Candidates went after @HillaryClinton 32 times in the #GOPdebate-but remained silent about the issues that affect us. http://t.co/GwYirupOyo,,8/7/15 9:45,6.30E+17,NY,
1074,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Catlady628,,1,,,RT @laprofe63: #WishfulThinking! #GOPDebate showed quite plainly how NOT prepared any of those men (+1 woman) are 2 lead nation. https://t.ï¿_ï¿__,,8/7/15 9:45,6.30E+17,"Atlanta, GA",Atlantic Time (Canada)
1075,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,RussOnPolitics,,0,,,My takeaway from the #GOPDebate: No clear winner. No clear loser. This clarifies nothing and muddies everything. http://t.co/VWeL501biB,,8/7/15 9:45,6.30E+17,"New York, NY",Eastern Time (US & Canada)
1076,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,SierraCarson,,95,,,RT @sarahkendzior: Can't believe people are writing real articles about who won #GOPDebate. We *all* lost #GOPDebate.,,8/7/15 9:45,6.30E+17,Fayettechill/ 'Homa,Eastern Time (US & Canada)
1077,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,JosephinaRayer,,3,,,"RT @JohnGGalt: Fox News keeps hammering, according to plan, how great Carly Fiorina was last nightï¿_ï¿_ï¿_but I don't remember a word she said. #Gï¿_ï¿__",,8/7/15 9:45,6.30E+17,,
1081,Mike Huckabee,1,yes,1,Negative,1,None of the above,0.7222,,t2gunner,,304,,,"RT @KatiePavlich: ""The military is not a social experiment. Their job is to kill people and break things"" -Huckabee #GOPdebate",,8/7/15 9:45,6.30E+17,Texas #HillCountry,Central Time (US & Canada)
1089,rubio,1,yes,1,Positive,1,None of the above,1,,craigcarroll,,0,,,"#GOPDebate
Megyn Kelly:A+
Rubio:A
Fiorina:A
Christie:A-
Bush:B+
Perry:B+
Kasich:B
Walker:B
Cruz:C
Carson:C
Jindal:C
Paul:D-
Trump:F
Rest:_ï¿_ï¿_ï¿_",,8/7/15 9:45,6.30E+17,"Mobile, Al",
1090,cruz,1,yes,1,Positive,1,None of the above,1,,standfree4ever,,0,,,@JonahNRO @jimgeraghty When U look at #GOPDebate ask given 1/2 the time in 1on1 debate who would B most impressive? @tedcruz by far,,8/7/15 9:45,6.30E+17,,Central Time (US & Canada)
1091,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,maureenjohnson,,1,,,"I guess the lesson is: if you watch the #GOPDebate, be prepared to pay the price.",,8/7/15 9:45,6.30E+17,New York City,Eastern Time (US & Canada)
1093,No candidate mentioned,0.6915,yes,1,Negative,1,Abortion,1,,itsonlymepc,,7,,,RT @emmaladyrose: Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/xXcH8PXagF,,8/7/15 9:45,6.30E+17,,
1096,trump,1,yes,1,Negative,1,None of the above,0.6384,,emextremic,,1,,,RT @EthanEllis32: From 2001-2009 trump was a Democrat. We can only assume he was confused and thought Democrats still supported slavï¿_ï¿__,,8/7/15 9:45,6.30E+17,chicago heights,Central Time (US & Canada)
1097,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,SteveAdubato,,0,,,Biggest issue in last night's #GOPDebate?  Lack of #leadership. Check out my comments here: http://t.co/ypQZM8y218 http://t.co/PRny71sHYc,,8/7/15 9:45,6.30E+17,New Jersey,Eastern Time (US & Canada)
