"id","tweet_id","candidate","name","tweet_created","tweet_location","user_timezone","retweet_count","text"
"21530","ID708108970628505600","Donald Trump","Heart_Screams Love","03/10/2016 20:55","null","America/Chicago","178","RT @igorvolsky: Trump vows to repeal Obamacare, which means 129 million Americans with pre-existing conditions could lose their coverage #G"
"21531","ID708103201296355328","Ted Cruz","Stop Transphobia","03/10/2016 20:32","null","none","29","RT @ameripundit: POLL: Will Ted Cruz have another 'booger' in his nose during tonight's CNN-hosted #GOPDebate?"
"21532","ID708040912941617153","Ted Cruz","Griti","03/10/2016 16:24","Hoosier Aries, b. Austria","Central Time (US & Canada)","59","RT @peddoc63: My Friends we have a choice! Democrats favorite deal maker or Ted Cruz! #ChooseCruz #CruzCrew #Pjnet #GOPDebate https://t.co/"
"21533","ID708090821069905920","John Kasich","Jon Doh","03/10/2016 19:43","null","Central Time (US & Canada)","1","@msspi38 @thepoliticalcat @samGarvaux ...I don't drink much, so I'll go with 'each time Kasich gets to speak'. #GOPDebate"
"21534","ID708109963260866560","Donald Trump","Jared Bailey","03/10/2016 20:59","null","Mountain Time (US & Canada)","0","Donald Trump's tie is about 3-5 inches too long. #GOPDebate"
"21535","ID708078447721975808","Donald Trump","Larry McElhiney","03/10/2016 18:53","null","none","12","RT @LdyGuin: These Two Yankees Legends Just Endorsed #Trump https://t.co/g9IrWlu0ic via @dailycaller #GOPDebate #Trump2016 #AlwaysTrump"
"21536","ID708016866799779840","Donald Trump","Invisible","03/10/2016 14:49","United States","none","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"21537","ID708110054310850560","Donald Trump","Erik Colliander","03/10/2016 20:59"," Finlandsgatan 40 164 74 Kista","Stockholm","146","RT @TheOnion: Where Donald Trump Stands On The Issues https://t.co/S2OdYJZBFi #GOPDebate https://t.co/SHguUZ2l7y"
"21538","ID708000947532906501","Donald Trump","AAmerican4USA","03/10/2016 13:45","God Bless The USA and ALABAMA","none","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"21539","ID708109945858723840","Ted Cruz","Jake","03/10/2016 20:59","null","none","0","...And the home of the brave. Let's have a nice ""clean"" debate. #GOPDebate #Cruz"
"21540","ID707978108427640832","Ted Cruz","Angie Hall","03/10/2016 12:15","null","none","23","RT @OCAmericans: Cruz Hires Major Insider Neal Bush Who Has been Investigated for Fraud. Hires Prostitutes & Thats OK? #GOPdebate https://t"
"21541","ID708100124271124480","Donald Trump","Karen D. Scioscia","03/10/2016 20:20","null","Pacific Time (US & Canada)","294","RT @immigrant4trump: MSM always showing Trump Protesters,but won't show protesters for other candidates @jaketapper #Trump2016 #GopDebate h"
"21542","ID708099283090808832","Marco Rubio","Ron Murphy","03/10/2016 20:16","windsor ontario  CANADA","none","2","RT @vocativ: Will #MarcoRubio wear his big boy pants to the #GOPDebate again tonight? https://t.co/SCQPuVYdEl https://t.co/vgriklC4Rs"
"21543","ID708106284059348992","Donald Trump","K Lundquist","03/10/2016 20:44","Ashland, OR","none","54","RT @Chris_Dignam: Another #TrumpRally , another senseless assault https://t.co/9Hcdk2sIJ7 #Trump #GOPDebate"
"21544","ID708079637356810242","Donald Trump","Andy Cohn","03/10/2016 18:58","Coral Gables, Florida","Central Time (US & Canada)","0","I heard Trump is going to try to build a wall around President Frenk tonight and have him pay for it. #GOPDebate  #Miami #floridaprimary"
"21545","ID708084787953541121","Ted Cruz","Damon Hanson Jr","03/10/2016 19:19","Sterrett,Al","Central Time (US & Canada)","4","RT @OCAmericans: CRUZ & CFR: Cruz wants an open ""community"" w/Mexico as we have with Canada, no borders! Don't trust him! #GOPdebate https:"
"21546","ID707988533886263296","Donald Trump","Calvin Ray","03/10/2016 12:56","Arlington, VA","Central Time (US & Canada)","0","#Trump trade plan could trigger recession: Experts #GOPDebate #EconomyGeeks  https://t.co/iX2SFaR6gl"
"21547","ID708109656204431361","Donald Trump","Dawn R Cope","03/10/2016 20:57","null","none","56","RT @WayneDupreeShow: Caller 5  from NY- I voted for Bill Clinton, now I am switching to Trump   Call in ? 202 470 6738  https://t.co/cSgpDM"
"21548","ID708096373720289281","Donald Trump","The Gazette","03/10/2016 20:05","Colorado Springs","Mountain Time (US & Canada)","0","Trump, GOP rivals ready to rumble in crucial debate: https://t.co/5d2r3zAAwJ #GOPDebate https://t.co/4llanUJ8um"
"21549","ID708107689163939841","Donald Trump","Daily Johnson","03/10/2016 20:50","The shoulder of Orion ","Eastern Time (US & Canada)","178","RT @igorvolsky: Trump vows to repeal Obamacare, which means 129 million Americans with pre-existing conditions could lose their coverage #G"
"21550","ID708021223943491584","Donald Trump","Buffalo4Trump","03/10/2016 15:06","United States","none","331","RT @WesleyRickard: Dr. E. Dewey Smith House of Hope Georgia Endorses Donald J Trump for President #NC #FL #CA #OH #MO #GOPDebate #FOX https"
"21551","ID708025125891915778","Ted Cruz","Kinx Bitz","03/10/2016 15:21","null","Eastern Time (US & Canada)","13","RT @jordanjfrasier: Senator Mike Lee endorsing Ted Cruz now from the #GOPDebate press filing center in Miami https://t.co/j4lO8Gtzb5"
"21552","ID708091809822609410","Donald Trump","corey strickland","03/10/2016 19:46","null","none","313","RT @immigrant4trump: Luther Campbell on CNN ""Rappers will support Trump.Trump taps into what people won't say aloud""#Trump2016 #GOPDebate h"
"21553","ID708109404604919808","Donald Trump","Gerardo Zavala","03/10/2016 20:56","null","Mountain Time (US & Canada)","251","RT @ShooterMcGavin_: How Donald Trump should walk onto the stage tonight #GOPDebate https://t.co/8hwCkOK8su"
"21554","ID707959229563318272","Donald Trump","ConservativeRead.com","03/10/2016 11:00","Ky","Eastern Time (US & Canada)","0","Trump needs to be presidential; his opponents need a Hail Mary at Tonights #GOPDebate https://t.co/ndysOqJ8lp"
"21555","ID708109179290918912","Ted Cruz","TexasBeerGuy","03/10/2016 20:55","null","Central Time (US & Canada)","21","RT @ForteEddie: @ChuckNellis Ted Cruz is the only choice for conservatives! #GOPDebate #FLPrimary https://t.co/TLxeuLq5fL"
"21556","ID708105141145223168","Donald Trump","Kimberly","03/10/2016 20:39","null","Central Time (US & Canada)","4","Suggestions to candidates:  1. Use Trump's words against him without stooping to his level.  2. Focus on policy.  #GOPDebate"
"21557","ID708046251736977408","Donald Trump","kate","03/10/2016 16:45","Mesquite, Texas","Pacific Time (US & Canada)","13","RT @Xaron4: Well @jaketapper, any chance U will address #Trump #violence at rallies at #CNNDebate? Or will #media give another pass? #GOPDe"
"21558","ID707991529667829761","Ted Cruz","Cathy Simpson","03/10/2016 13:08","NC  ","Eastern Time (US & Canada)","534","RT @michellemalkin: Cruz: ""Donald has a tenuous relationship with the truth.""  #GOPDebate"
"21559","ID708110063093702656","Donald Trump","Anthony Forte","03/10/2016 20:59","Baltimore, MD","Eastern Time (US & Canada)","0","We know each of you want to debate this important issues, like the size of Trump's dong #GOPDebate #CNNDebate"
"21560","ID708110035759472640","Donald Trump","charlayne","03/10/2016 20:59","mis-placed Texan","none","48","RT @LindaSuhler: Surely we won't have to endure a PP presentation against Trump again tonight. That was an MK trick... #GOPDebate #Trump2016"
"21561","ID708098175610068995","Donald Trump","Janie Blakely","03/10/2016 20:12","Baltimore","Eastern Time (US & Canada)","25","RT @OccupyWallStNYC: All evidence suggests the Trump campaign is lying about manhandling a reporter #GOPDebate https://t.co/sBgmYtKRMg http"
"21562","ID708099190434365444","Donald Trump","BRAD BERGHOF Sr.","03/10/2016 20:16","TN /FL","none","96","RT @immigrant4trump: ?Trump = ACCOMPLISHED BUSINESSMAN ?Hillary= ACCOMPLISHED CRIMINAL ?https://t.co/CnYQ1FC8KF  #Trump2016 #GopDebate htt"
"21563","ID708104113557524481","Marco Rubio","The Baxter Bean","03/10/2016 20:35","lux et veritas","Eastern Time (US & Canada)","51","Rubio back stage #GOPDebate https://t.co/QaWzUimQ0A"
"21564","ID708104172655108098","Marco Rubio","Ben","03/10/2016 20:36","Chicago, IL","Eastern Time (US & Canada)","0","I see we're still pretending Rubio has a chance. Good times. @CNN #GOPDebate"
"21565","ID708059768238125056","Donald Trump","Karin Johnson","03/10/2016 17:39","Gig Harbor Washington ","Pacific Time (US & Canada)","61","RT @Trump2016Donald: Trump signs EVERYWHERE in Ohio! #OHPrimary #OhioPrimary #Trump2016 #TrumpTrain #MakeAmericaGreatAgain #GOPDebate https"
"21566","ID708047839411183618","Donald Trump","?????","03/10/2016 16:52","Qena, Egypt","Cairo","417","RT @ElizaBayne: People saying Donald Trump can help because he's different than anything we've seen before: This isn't an audition for The "
"21567","ID708022771964518400","Donald Trump","Lsc","03/10/2016 15:12","Indiana, USA","none","272","RT @WesleyRickard: Judge Jeanine Pirro Endorses Donald J Trump for President of the United States #CA #FL #NC #OH #FOX #GOPDebate #gop http"
"21568","ID708107839299047424","Donald Trump","crankybecky","03/10/2016 20:50","Native Texan in North Carolina","none","3","RT @Rosenthaltweets: More Trump #GOPDebate predictions - Thats not what Romneys Mom said last night - I will be so Presidential, your"
"21569","ID708107935877038080","Ted Cruz","Beachin!","03/10/2016 20:51","#IStandWithIsrael ","Central Time (US & Canada)","8","RT @kasthomas: #GOPDebate The debate was supposed to be at 8:30 but Cruz's flying saucer is having mechanical problems."
"21570","ID708102824861761537","Ted Cruz","tilo430","03/10/2016 20:30","North Carolina","Eastern Time (US & Canada)","0","Don't vote for Ted Cruz he can't win #GOPDebate it's mathematically impossible"
"21571","ID707982787068833793","Donald Trump","Blue @ Neela","03/10/2016 12:33","canada","none","3","RT @Canine_Rights: Is #CNN stoking hatred and violence against Trump supporters?  https://t.co/f0e6LceGHj    #CNN #GOPDebate #Trump   Thi"
"21572","ID708031223659159553","Donald Trump","Mary C. Muisenga","03/10/2016 15:46","Jacksonville, FL","EST","313","RT @immigrant4trump: Luther Campbell on CNN ""Rappers will support Trump.Trump taps into what people won't say aloud""#Trump2016 #GOPDebate h"
"21573","ID708105591831568384","Donald Trump","RedheadedJenn 4Trump","03/10/2016 20:41","South Carolina, USA","none","69","RT @WayneDupreeShow: Caller 5  from Pittsburgh -Close to 50K have switched to GOP to support Trump  Call in ? 202 470 6738  https://t.co/cS"
"21574","ID708107224183209985","Donald Trump","Larry Ball","03/10/2016 20:48","Upper Left Coast","Pacific Time (US & Canada)","19","RT @ChuckNellis: No @Reince, I cannot agree that Trump is. #NeverTrump #GOPDebate"
"21575","ID707987964329066497","Donald Trump","Let Freedom Reign","03/10/2016 12:54","null","none","1","RT @OCAmericans: Bottom line, Trump won Michigan by over 160K votes! No glory in 2nd or 3rd in a 3 1/2 man race! #GOPdebate  https://t.co/t"
"21576","ID708026733732036608","Donald Trump","Red Dirt Chick","03/10/2016 15:28","Proud Okie","Central Time (US & Canada)","0","More trump lies  #trumplies #GOPDebate #FloridaPrimary #OHPrimary #IllinoisPrimary #MissPrimary #NCPrimary  https://t.co/71MOBijMb1"
"21577","ID708105091086024704","Marco Rubio","Marian Brockmann","03/10/2016 20:39","null","none","4","RT @atlaswon: Marco, *SNIFF, SNIFF* Rubio  Getting ready for the #GOPDebate  Did he put the #GOP 's money back on their credit card yet?  #"
"21578","ID708102630279680000","Donald Trump","LeoKapakos","03/10/2016 20:29","Brooklyn, NYC, Sparta Greece","none","0","Don't know much further into the gutter these clowns could get tonight but hey it's Trump so we could reach new depths. #GOPDebate"
"21579","ID708095549602312193","Donald Trump","Scott Hart","03/10/2016 20:01","Chillicothe, OH","none","13","RT @ThePatriot143: Donald Trump should sneak an iPad at tonight's #GOPDebate so he can play videos of his own, in case @CNN follows @FoxNew"
"21580","ID708110072224681984","John Kasich","������(?_?)","03/10/2016 20:59","Los Angeles - USSA","Pacific Time (US & Canada)","0","SHUT UP KASICH! #tcot #GOPDebate"
"21581","ID708048679836450816","Donald Trump","Feisty??Floridian","03/10/2016 16:55","null","Eastern Time (US & Canada)","8","Trump rallies are reminiscent of the Jerry Springer Show?#GOPDebate #DumpTrump @CupcakesTLH https://t.co/mqvb3ZwQ2z https://t.co/jPRjZUiFck"
"21582","ID707987529937489920","Donald Trump","AR","03/10/2016 12:52","null","Arizona","0","I'm still debating whether or not to watch the GOPdebate-reality show starring lyin Ted, lil Marco, fascist Trump & generic ""moderate"" guy."
"21583","ID707905476521025537","Marco Rubio","Pat Campbell","03/10/2016 07:26","N 36��18' 0'' / W 95��48' 0''","Central Time (US & Canada)","2","RT @NewDay: ""Marco should just be Marco."" @marcorubio supporter @LopezCantera on what he wants to see in the #GOPDebate. https://t.co/gVrVt"
"21584","ID708109919707406337","Donald Trump","Keepin_It_Real","03/10/2016 20:58","Washington, D.C. ","none","48","RT @LindaSuhler: Surely we won't have to endure a PP presentation against Trump again tonight. That was an MK trick... #GOPDebate #Trump2016"
"21585","ID707878836378214400","Donald Trump","Adedayo","03/10/2016 05:40","null","none","1","RT @TheAyBelly: ???  let's pray #trump doesn't get elected or we'll have the fire hoses again #gopdebate #trump2016 https://t.co/j4qkXU3T5m"
"21586","ID708089363373170689","Ted Cruz","RuralCatholic","03/10/2016 19:37","Spookhollow","Quito","11","RT @Saint_Obama: Fox Business Maria Bartiromo explains why she likes Ted Cruzs tax plan the best. https://t.co/a2Wi4vSDUU via @YouTube #GO"
"21587","ID708080474036408320","Donald Trump","Alain Volz","03/10/2016 19:01","Amsterdam / Tamale","Amsterdam","0","CNN: ""@realDonaldTrump's rallies are turning violent""  #GOPDebate #USElection #Trump #Trump2016 #violence #racism  https://t.co/oU470RNek7"
"21588","ID708064104804708352","Donald Trump","manilowgirl","03/10/2016 17:56","New Jersey, USA","none","196","RT @MIAMIforTRUMP: Don't forget! ?????The Media lies!????? #MakeAmericaGreatAgain #Trump2016 #TrumpRally #TrumpTrain #TRUMP #GOPDebate http"
"21589","ID708106258834788352","Donald Trump","Rabid Badger","03/10/2016 20:44","My Own Private I Dunno","Eastern Time (US & Canada)","0","@JeffJlpa1 Legal peaceful Protest"" isn't ""inciting violence"" even when braindead trump Cowboys sucker punch them. Grow up. #gopdebate"
"21590","ID708104174022565891","Marco Rubio","Maria Mitchell","03/10/2016 20:36","null","Eastern Time (US & Canada)","5","RT @MDGallar: I can imagine Rubio's excuse for joining the Dems on amnesty, but it's not good enough for me! #GOPdebate #FLprimary https://"
"21591","ID708059634951593984","Donald Trump","Rose Rhodes","03/10/2016 17:39","null","none","61","RT @Trump2016Donald: Trump signs EVERYWHERE in Ohio! #OHPrimary #OhioPrimary #Trump2016 #TrumpTrain #MakeAmericaGreatAgain #GOPDebate https"
"21592","ID708109898895200257","Donald Trump","Boris Arutyunov","03/10/2016 20:58","OH","Eastern Time (US & Canada)","0","Trump keeps patting his heart don't worry grandpa you won't die #GOPDebate"
"21593","ID708019236489338883","Donald Trump","John W","03/10/2016 14:58","Boston","none","0","On less crowded #GOPDebate stage, Donald Trump's weaknesses stand out, says @DanSchnur:  https://t.co/N8hhLLb2gO via @WSJ"
"21594","ID708109587384238081","Ted Cruz","Chelsea Pritchard","03/10/2016 20:57","Boston","Eastern Time (US & Canada)","1","RT @combatdavey: Ted Cruz looks like he's wearing a Ted Cruz Halloween mask. #GOPDebate"
"21595","ID708108074033221636","Donald Trump","Robert O'Connor","03/10/2016 20:51","Long Island, NY","none","251","RT @ShooterMcGavin_: How Donald Trump should walk onto the stage tonight #GOPDebate https://t.co/8hwCkOK8su"
"21596","ID708052913910718465","Donald Trump","Everything Retro","03/10/2016 17:12","New York, New York","none","2","RT @RealBillViola: Pathological liar Trump day after Iraq invasion: Its a tremendous success https://t.co/pYaBNSmsj0 #GOPDebate #NeverTr"
"21597","ID708086116667281409","Marco Rubio","Jake McGhee","03/10/2016 19:24","Atlanta, GA, USA","Eastern Time (US & Canada)","0","The #GOPDebate is tonight! Super excited. Go #Rubio! ???"
"21598","ID708107337102401537","Donald Trump","Sue","03/10/2016 20:48","England here&there ","none","5","RT @RaheemKassam: ""Beat Trump""  ""Take him out"" ""Get at him""  The conditioning is real. MSM are trying to whip up an attack on him.   #GOPDe"
"21599","ID707945603167350785","Ted Cruz","Poortucket","03/10/2016 10:05","null","none","3","RT @CharlieBerens: Ted Cruz will repeal the EPA because we don't need the environment. #GOPDebate"
"21600","ID708104928795824128","Donald Trump","Beckerrrrrr","03/10/2016 20:39","Syracuse NY","none","1","I might vote for Trump b/c if he wins we will all probably die and if you die your student loan debt goes away. #GOPDebate #Trump2016"
"21601","ID708056508655796225","Donald Trump","RiskyLiberal","03/10/2016 17:26","null","Atlantic Time (Canada)","4","#GOPDebate Donald Trump will you pay court costs for supporter McGraw arrested for battery at your rally? You promised  #TrumpViolence"
"21602","ID708105194169434112","John Kasich","Andrew Cullen","03/10/2016 20:40","SF//CA","Pacific Time (US & Canada)","0","For @JohnKasich it's Ohio or nothing. #GOPDebate  https://t.co/VhC0tb4fsk https://t.co/fISAKcPlE1"
"21603","ID707941460650434560","Donald Trump","Pinku Sensei","03/10/2016 09:49","null","none","1","Crazy Eddie's Motie News: Drinks and drinking games for Donald #Trump and the... https://t.co/LMKXFRdw9W #GOPDebate #CNNDebate"
"21604","ID707975286810402816","Donald Trump","Marie Gagne","03/10/2016 12:03","null","Eastern Time (US & Canada)","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"21605","ID708095451556216833","Donald Trump","Pablo Arreola Romero","03/10/2016 20:01","M��xico","Central Time (US & Canada)","3","RT @Terrence_CFP: Nation of Islam's Louis #Farrakhan joins KKK in praise of #Trump #GOPDebate #GOPPrimary  https://t.co/qb3o7JxD5A"
"21606","ID708101822024536064","Donald Trump","Thomas","03/10/2016 20:26","USA","Mountain Time (US & Canada)","96","RT @immigrant4trump: ?Trump = ACCOMPLISHED BUSINESSMAN ?Hillary= ACCOMPLISHED CRIMINAL ?https://t.co/CnYQ1FC8KF  #Trump2016 #GopDebate htt"
"21607","ID708107218764369920","Donald Trump","Rob Stanley","03/10/2016 20:48","Cincinnati, Ohio","none","0","Just saw a pro trump ad here in ohio and only threw up in my mouth twice. First one I've seen here. #GOPDebate"
"21608","ID708022375632265217","Ted Cruz","Mark Murray","03/10/2016 15:11","Washington, DC","Eastern Time (US & Canada)","13","RT @jordanjfrasier: Senator Mike Lee endorsing Ted Cruz now from the #GOPDebate press filing center in Miami https://t.co/j4lO8Gtzb5"
"21609","ID707999369887412225","Marco Rubio","greg scheinert","03/10/2016 13:39","null","none","42","RT @MDGallar: Rubio now denies lying to FL voters or supporting amnesty. We have photos of it Li'l Marco.  #GOPdebate #FLprimary https://t."
"21610","ID708070640280940544","Donald Trump","Nick_Anderson_","03/10/2016 18:22","Houston, Texas","Central Time (US & Canada)","2","#DonaldTrump the ""Unifier"" - To see a slideshow of more cartoons: https://t.co/dUReaGC7wq  #Trump #GOPdebate https://t.co/RRbgRy96GE"
"21611","ID708082966732218368","Donald Trump","Cecilia Ann Dinky","03/10/2016 19:11","null","none","196","RT @MIAMIforTRUMP: Don't forget! ?????The Media lies!????? #MakeAmericaGreatAgain #Trump2016 #TrumpRally #TrumpTrain #TRUMP #GOPDebate http"
"21612","ID708093269264060417","Donald Trump","Karen Mackenzie","03/10/2016 19:52","Ontario, Canada","Eastern Time (US & Canada)","15","RT @MacleansMag: Trumputin: @JonGatehouse on the disturbing parallels between Trump and Putin https://t.co/FcktSBxso0 #GOPdebate https://t."
"21613","ID708108287313616896","Donald Trump","Manoj Sharma","03/10/2016 20:52","New Delhi","New Delhi","1","RT @__UFH: Let's not agree with #Trump for a sec that islam doesn't hate us &just read Quran shall we ? #GOPDebate #Trump2016 https://t.co/"
"21614","ID708092198345048064","Ted Cruz","TacitBlue","03/10/2016 19:48","God Bless America!","Central Time (US & Canada)","0","Final GOP Debate at 8:30 p.m. EST tonite https://t.co/wTkc62aNKE via @po_st .. Will Cruz tell us how stupid we are? Just want to know!"
"21615","ID708107623179026433","Donald Trump","Suzanne Lamminen","03/10/2016 20:49","League City, TX","none","0","Romney said he will not support Trump. United GOP? #GOPDebate"
"21616","ID708105820110610432","Donald Trump","Laurie","03/10/2016 20:42","The Great State of Texas ","Central Time (US & Canada)","136","RT @scottienhughes: You know it's going to be a great night when you U run into @AnnCoulter before #GOPDebate #Trump https://t.co/F36lSkkqXw"
"21617","ID708104103537278976","Ted Cruz","Reda","03/10/2016 20:35","El Jadida, Morocco","Casablanca","0","Carly Fiorina's endorsement to Ted Cruz is as useless as her candidacy... #CNN #GOPDebate #REPdebate"
"21618","ID708106287964360705","Donald Trump","Nora","03/10/2016 20:44","null","none","0","Like Putin like Trump #GOPDebate #NeverTrump  https://t.co/fPvLA1E61O"
"21619","ID708023220364902400","Donald Trump","Vicki Lee","03/10/2016 15:14","Grand Prairie,TX","none","19","RT @jesie_ann: If Trump doesn't get asked about his campaign manager tonight the moderators aren't doing it right. #GOPDebate"
"21620","ID708105894576431104","Donald Trump","gen_pgs","03/10/2016 20:42","null","none","1","RT @cting4lyfe: Did Trump run out of hairspray? What's the hold up? #GOPDebate"
"21621","ID708110084841328640","Donald Trump","Brock Redpath","03/10/2016 20:59","null","Eastern Time (US & Canada)","0","What does Trump cover during the national anthem? #GOPDebate"
"21622","ID708049957534752768","Donald Trump","Malindo","03/10/2016 17:00","null","Pacific Time (US & Canada)","11","RT @nepafortrump: @DanScavino @realDonaldTrump GET YOUR TICKETS (VIP Seating SOLD OUT) #GOPDebate #TeamTrumpPA https://t.co/cAjemldxaM http"
"21623","ID708108081679327232","John Kasich","destiny swanson","03/10/2016 20:51","null","none","2","RT @mrDaveKrumholtz: Bunch of Yakub's children on stage tonight. Except for Kasich, Yakub didn't create his beautiful well meaning white as"
"21624","ID708107226163101696","Donald Trump","lucas","03/10/2016 20:48","null","none","0","Trump is the worst representative Republicans have #GOPDebate"
"21625","ID708109804040953856","Donald Trump","War'N Beattie","03/10/2016 20:58","Las Vegas, NV","Pacific Time (US & Canada)","178","RT @igorvolsky: Trump vows to repeal Obamacare, which means 129 million Americans with pre-existing conditions could lose their coverage #G"
"21626","ID707903566564950016","John Kasich","Tiffany Washam","03/10/2016 07:18","null","none","261","RT @NARAL: John Kasich is pitching himself as a ""moderate."" We're not fooled: He's anti-union, #antichoice & anti-marriage equality. #GOPDe"
"21627","ID708073095358091265","Donald Trump","Linda Suhler, Ph.D.","03/10/2016 18:32","God Bless America!","Arizona","68","RT @ChristiChat: Shame on #MittRomney! His actions made his wife look like an ass  #Trump2016 #GOPDebate #TCOT   https://t.co/KMH8N09MkT"
"21628","ID708108682635120640","Marco Rubio","ReneNow_PerroBlogero","03/10/2016 20:54","  ��Singing in the silence.��","Caracas","12","RT @UniteWomenOrg: #GOPdebate #KnowYourCandidates @MarcoRubio Factchecked - > https://t.co/RTEqUhUhY4 via @PolitiFact https://t.co/KVbai3z8"
"21629","ID708017225442074624","Donald Trump","LC","03/10/2016 14:50","null","none","0","CNN: 'Dog Reluctantly Takes Trump Pledge' = Wrong on so many levels #GOPDebate  https://t.co/DTUSdwFUwV via @TPM"
"21630","ID708109360183046144","Ted Cruz","Murphy Linn Spears","03/10/2016 20:56","null","Eastern Time (US & Canada)","1","RT @efredrickson87: Ted Cruz is going to sell his #cruzbots some snake oil tonight! #GOPDebate"
"21631","ID708087663287382016","Ted Cruz","Steve Hazard","03/10/2016 19:30","Upstate New York","Eastern Time (US & Canada)","3","CNN to establish a NO BULL ZONE TONIGHT? No Water,Steaks,university brochures,Vodka. We need a  Conservative President. Ted Cruz #GOPDebate"
"21632","ID708071349105856512","Ted Cruz","silvergirl2016","03/10/2016 18:25","America","none","0","CRUZ has HUGE credibility gap on #Immigration  https://t.co/dYciNAfgYj #GOPDebate #FloridaPrimary #OhioPrimary"
"21633","ID707933679973171200","Donald Trump","Enana :)","03/10/2016 09:18","null","none","27","RT @TheLoudMajority: Trump Trounces Clinton in new poll! https://t.co/lwGmC1TNpe  #TrumpTrain #Trump2016 #TheLoudMajority #GOPDebate #CNN h"
"21634","ID708034231574732800","Ted Cruz","SummerShine","03/10/2016 15:58","God's Country, TX","Pacific Time (US & Canada)","2","RT @Saint_Obama: Excellent! Ted Cruz is the right man for the job! @Elisabeth242 #CruzCrew #MOprimary #OHprimary #NCprimary #Twill #GOPdeba"
"21635","ID708100541772140545","John Kasich","kat","03/10/2016 20:21","Ohio","Eastern Time (US & Canada)","7","RT @jasonahart: Here's a detailed explanation of how @JohnKasich forced #Obamacare expansion on Ohio: https://t.co/rNr4QHMs9Z #TBT #GOPDeba"
"21636","ID708106654126972928","Marco Rubio","Stephen M JR","03/10/2016 20:45","Chicago, IL","Central Time (US & Canada)","1","RT @MichelleInCAL: If Rubio stays in and loses Florida his political future may be destroyed. He's playing Russian Roulette right now. #GOP"
"21637","ID708096064151277571","Donald Trump","Avery Dorgan","03/10/2016 20:03","United States","none","20","RT @jiadarola: If they want to one up all the dick talk from the last #GOPDebate we're gonna need info on Trump's taint."
"21638","ID708105106814836736","Donald Trump","Demian Hammock","03/10/2016 20:39","Sackville, New Brunswick","none","0","@cnn #GOPDebate Would you move to Canada if Trump became President ? https://t.co/7norhcUUZb https://t.co/cJqyogr29N"
"21639","ID708062221490716672","Marco Rubio","Elizabeth A Eady","03/10/2016 17:49","null","none","12","RT @MDGallar: Rubio's campaign is so impulsive it's hard to describe, but I think this sums up his strategy. #GOPdebate #FLprimary https://"
"21640","ID707797434613764097","Donald Trump","Fernanda Peruyero","03/10/2016 00:17","M��xico y tu pantalla","Central Time (US & Canada)","630","RT @AnaKasparian: Trump is an example of how if you lie boldly and confidently, people will just believe you. #GOPDebate"
"21641","ID708051692621848576","Donald Trump","MashFest","03/10/2016 17:07","null","none","2","RT @googlepolitics: Behind the scenes with @google at the #GOPDebate: check out this 360-degree view from @realDonaldTrump's podium! https:"
"21642","ID708108432839200768","Donald Trump","Joe Lombardo","03/10/2016 20:53","Brooklyn, NY","Central Time (US & Canada)","4","RT @Queen2Five: @Reince You are confused if you think all Republicans will unite behind a possible Trump nomination. #NeverTrump #CNNDebate"
"21643","ID708109784499691520","Donald Trump","Ross","03/10/2016 20:58","Texas","none","205","RT @JaredWyand: Let's be clear..  #NeverTrump is about ""Never someone we don't own""  You either play into it & let them win or vote Trump  "
"21644","ID707969542178217984","Marco Rubio","Amy Sherman","03/10/2016 11:41","South  Florida","Eastern Time (US & Canada)","0","Did #MarcoRubio flip flop on amnesty? https://t.co/OG9mE5LiPN #GOPDebate in Miami tonight"
"21645","ID708050744180662272","Donald Trump","Chavez","03/10/2016 17:03","Huntsville, AL/Canton, MS","Central Time (US & Canada)","0","Like getting punched at a Trump rally? RT @CNN: Anything could happen tonight. The Republicans face off in the #GOPDebate at 8:30p ET."
"21646","ID708109052178341888","Donald Trump","Dax Trujillo","03/10/2016 20:55","null","Arizona","251","RT @ShooterMcGavin_: How Donald Trump should walk onto the stage tonight #GOPDebate https://t.co/8hwCkOK8su"
"21647","ID708107189144166400","Donald Trump","J.O.","03/10/2016 20:48","null","Eastern Time (US & Canada)","0","Reiner if the nominee is Trump, I'm out #GOPDebate no way"
"21648","ID708106101905100800","Donald Trump","PeacefulRevolution","03/10/2016 20:43","null","Pacific Time (US & Canada)","62","RT @WayneEdH: Best part of #GOPDebate was CNN's peer group who had 5 republicans say they would vote for #Hillary2016 if Trump is nominee! "
"21649","ID707989108673658880","Marco Rubio","brownOUT","03/10/2016 12:58","null","none","42","RT @MDGallar: Rubio now denies lying to FL voters or supporting amnesty. We have photos of it Li'l Marco.  #GOPdebate #FLprimary https://t."
